id,Title,Content,Categories,Tags
44476,"Mastering Composition—Learning From The Masters","<!-- wp:embed {""url"":""https://youtube.com/live/awHsGhxt0MQ?feature=share"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/awHsGhxt0MQ?feature=share
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>In this session, I delve into the core concepts of photographic composition: Simplicity, Edge Control, Light, Variations, and Rhythm. Additionally, I explore a bonus concept: Subtlety and Suggestion, emphasizing the importance of leaving room for interpretation and engaging the viewer.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Compositional Concepts</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li><strong>Simplicity:</strong><!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>""Less is more"" – removing distracting elements.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Example: An image by Galen Rowell illustrating simplicity.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Using simple shapes and negative space to create dynamic compositions.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Balance and visual weight guide the viewer's eye through the image.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>In one of my images, I use a simple S-shape to guide the viewer’s eye, balancing visual weight to create a sense of movement.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><strong>Edge Control:</strong><!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Being intentional about where you place the edges of your frame to redefine shapes.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Example: Fay Godwin's image using frame edges for triangular shapes and cloud patterns.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Foreground importance allows the viewer's eye to move through the composition.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>In my own work, I carefully use the edges to guide the viewer’s eye through the composition.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><strong>Light:</strong><!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Light creates shadows, highlights, shapes, and color, contributing to energy and movement.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Favoring side lighting and backlighting over front lighting.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Example: David Muench's use of light and shadows for depth and movement.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>In my photography, I apply principles of light and shadow to create a sense of energy and movement.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><strong>Variations:</strong><!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Contrasting elements in color, texture, and detail to create dynamic images.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Example: Ivan Shishkin and David Wench's paintings showing light and shadow contrasts.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Utilizing foreground, middle ground, and background to create depth.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>In my work, I use long exposure to create variation between rocks and water.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><strong>Rhythm:</strong><!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Movement and rhythm are related to patterns, shapes, and curves.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Repeating elements and groups of threes create visually appealing compositions.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Example: Thomas Hill's repetition of elements to guide the viewer's eye.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>I use curves and circular patterns to create a smooth flow through the image.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list --></li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Mastery</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Studying the work of masters in photography and painting is crucial for learning about composition. By analyzing elements such as light, drama, subtlety, suggestion, and framing, you can develop your visual literacy and incorporate these principles into your work. Observing and studying great works provides inspiration and helps you refine your own style, ensuring that your compositions are both unique and compelling.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>All images Copyright Respective Artists</em></p>
<!-- /wp:paragraph -->",Composition,composition
44479,"Mastering Lightroom—Local Adjustments","<!-- wp:embed {""url"":""https://youtube.com/live/k38B8eHLE44?feature=share"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/k38B8eHLE44?feature=share
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>In this session I go in-depth with all of the local adjustments in Lightroom Classic version 13. </p>
<!-- /wp:paragraph -->",Lightroom,"Lightroom|local adjustments"
44480,"Mastering Lightroom—Local Adjustments Pt II","<!-- wp:embed {""url"":""https://youtube.com/live/Az9ekWWpmOA?feature=share"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/Az9ekWWpmOA?feature=share
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>This is Pt II of my session where we go in-depth with all of the local adjustments in Lightroom Classic version 13. </p>
<!-- /wp:paragraph -->",Lightroom,
44481,"Mastering Lightroom—Local Adjustments Pt III","<!-- wp:embed {""url"":""https://youtube.com/live/VPlU5GsaRDc?feature=share"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/VPlU5GsaRDc?feature=share
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Part III of our deep dive into the Local Adjustments in Lightroom Classic version 13.</p>
<!-- /wp:paragraph -->",Lightroom,"Lightroom|local adjustments"
44482,"Favorite Lightroom Workflow Tips &amp; Strategies","<!-- wp:embed {""url"":""https://youtube.com/live/C_F4zmba_Xg"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/C_F4zmba_Xg
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>In this livestream, I delve into my favorite Lightroom workflow tips and strategies, focusing on image management, importing, cataloging, keywording, and other aspects to enhance efficiency in Lightroom. The primary goal is to let Lightroom handle the heavy lifting, allowing us to concentrate on creating and editing.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Lightroom Catalog and Previews</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>I store raw files on an external hard drive and manage them using a Lightroom catalog. The catalog consists of two key files: the catalog file, which references images, and the previews file, which generates high-quality previews of raw files. This setup allows for efficient image management and viewing.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Importing Images</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>When importing images, I recommend:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Setting ""Build Previews"" to ""1 to 1"" for full-size previews.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Enabling ""Build Smart Previews"" for older or slower computers.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Checking ""Don't Import Suspected Duplicates"" to avoid redundancy.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Adding custom text and relevant keywords during import.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Applying develop settings and copyright metadata to streamline workflow.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Organizing Images</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>All raw files are organized on an external hard drive by year and month. I prefer using metadata over folders for organizing images within Lightroom. Setting the preview size to match the screen size and ensuring high preview quality provides accurate image representation.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Using Lightroom Effectively</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Customizing Lightroom’s view options and learning keyboard shortcuts can significantly enhance workflow efficiency.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Adjust grid size, thumbnail badges, and displayed information for streamlined review and editing.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Familiarize yourself with shortcuts for frequently used commands to save time and improve productivity.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Rating and Labeling Images</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Using a number rating system and color labels helps categorize images effectively.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Use 2 to indicate standout images and 4 for well-edited images ready to share.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Color labels, such as red for portfolio images and green for panoramas, provide a granular way to organize and prioritize images.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Keywording and Filtering Images</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Applying keywords to images is crucial for better organization and searchability.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Add keywords individually or to multiple images simultaneously.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Use keyword suggestions based on previous entries.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Enhance filtering ability with keywords for specific criteria like dates, camera models, and lenses.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Using Collections</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Collections are a powerful tool for organizing images without moving files.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>Use quick collections for easy grouping of images, converting them to regular collections for more permanent organization.</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Smart Collections offer flexibility, especially useful for managing large numbers of images.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Backup and Storage</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>I store most images locally, with recent iPhone images in the cloud. Backing up all images on a local drive, a NAS drive, and a separate cloud service ensures extra security. When traveling, I use a portable drive to create a Lightroom catalog, importing images into the main catalog upon returning home to maintain organization and continuity.</p>
<!-- /wp:paragraph -->",Lightroom,Lightroom|workflow
44483,"Favorite Lightroom Workflow Tips &amp; Strategies Pt II","<!-- wp:embed {""url"":""https://youtube.com/live/nU5MJnMYQQM"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/nU5MJnMYQQM
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>In this video, I continue sharing my favorite Lightroom workflow tips and strategies, focusing on renaming images, Smart Collections, syncing settings, snapshots, virtual copies, exporting images, and more to optimize efficiency and organization.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Renaming Images During Import</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Renaming images during import is essential for organization. I recommend using the ""File Renaming"" feature in the import dialogue to add relevant information like location or subject. This helps avoid duplication and makes searching easier. You can also rename files after importing, using custom text and date formats to maintain consistency across different cameras and SD cards.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Smart Collections</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Smart Collections are dynamic and filter images based on specific criteria such as metadata, keywords, and file names. For instance, I created a Smart Collection called ""Trees"" to include all images with the keyword ""trees."" Keywording images upfront is crucial to leverage Smart Collections effectively. Built-in Smart Collections like ""Four Star Images"" and ""Past Month"" are useful, and you can customize their rules to fit your needs.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Syncing Settings</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The ""Sync Settings"" feature allows you to copy specific Develop settings from one image to others. You can selectively sync adjustments by checking or unchecking boxes in the Sync Settings window. This feature saves time and ensures consistency across multiple images, especially when making similar adjustments like removing dust spots or applying color corrections.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Snapshots and Virtual Copies</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Snapshots let you save different versions of an image at various editing stages, making it easy to switch between edits. Virtual copies create independent copies of an image with all current settings applied, allowing for multiple versions with unique edits. This is particularly useful for creating black and white versions alongside color counterparts without duplicating files.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Exporting Images</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Lightroom's export presets define specific settings for exporting images, ensuring consistency. When exporting, you can rename files, choose file formats (JPEG, PNG, DNG), and adjust quality settings. For web use, always set the color space to sRGB. Presets streamline the export process for different platforms like Instagram, blogs, and websites.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Exporting Slideshows</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Lightroom’s slideshow feature can be exported as a PDF or video, offering a professional way to present images. Customization options include adding strokes, shadows, text overlays, and intro screens. Exporting slideshows as PDFs provides a polished format for sharing images.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Syncing Images to the Cloud</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Syncing images from a mobile device uses Creative Cloud storage, while syncing images already in your Classic catalog does not. This is because Lightroom creates a smart preview in the cloud, allowing for unlimited syncing without consuming storage. This feature enables access to your images and develop settings on mobile devices without using storage space.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Converting Raw Files</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Converting raw files to DNG is not necessary unless sharing adjustments is required. Proprietary raw files are generally safe, but DNG can embed adjustments for easier sharing.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Sharing Collections</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Syncing Lightroom collections to the cloud allows sharing with others, with options to download high-resolution JPEGs. The ""Don't Enlarge"" option in the export dialogue prevents upscaling images beyond their original size.</p>
<!-- /wp:paragraph -->",Lightroom,Lightroom|workflow
44484,"CC #01—Lightroom Developing Workflow","<!-- wp:embed {""url"":""https://youtube.com/live/7yUdBJrs90A"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/7yUdBJrs90A
</div></figure>
<!-- /wp:embed -->",Lightroom,Lightroom|workflow
44485,"CC #02—Black &amp; White Workflow in Lightroom","<!-- wp:embed {""url"":""https://youtube.com/live/oeIHWpQfX4k"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/oeIHWpQfX4k
</div></figure>
<!-- /wp:embed -->",Lightroom,black&amp;white|Lightroom|workf
44487,"CC #05—Printing Q+A Pt I","<!-- wp:embed {""url"":""https://youtube.com/live/ZYjWodj_49c"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/ZYjWodj_49c
</div></figure>
<!-- /wp:embed -->","Fine Art Printing",Q+A
44917,"Academy LS 01: Academy Intro &amp; Lightroom Workflow","<!-- wp:embed {""url"":""https://youtu.be/Ol5lOWE2AUs"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtu.be/Ol5lOWE2AUs
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>In this first Academy Livestream, I give a short tour of the Academy site and share some of the plans for the future. I then discuss my thought process and workflow in interpreting two images in <strong>Lightroom Classic</strong> including compositional and editing insights. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Below are the two images discussed in the livestream.</p>
<!-- /wp:paragraph -->

<!-- wp:image {""id"":44927,""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large""><img src=""https://creativepathworkshops.com/wp-content/uploads/2024/09/20100721_buckpond_180-Enhanced-NR-2-1024x683.jpg"" alt="""" class=""wp-image-44927""/><figcaption class=""wp-element-caption"">I made the image slightly warmer than what was shown in the livestream. </figcaption></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":44930,""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large""><img src=""https://creativepathworkshops.com/wp-content/uploads/2024/09/20240911-Mt.Beacon-079-1-1024x768.jpg"" alt="""" class=""wp-image-44930""/><figcaption class=""wp-element-caption"">I added a slight vignette in the effects panel of LR for added depth. </figcaption></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Please share your questions, comments, or feedback below!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",Lightroom,Lightroom
45002,"LS 02: Mastering Composition: The Frame","<!-- wp:embed {""url"":""https://youtube.com/live/isIsF0VREpY"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/isIsF0VREpY
</div></figure>
<!-- /wp:embed -->

<!-- wp:heading -->
<h2 class=""wp-block-heading"">Summary</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p><strong>The Importance of the Frame</strong>: The frame is a crucial tool in photographic composition as it defines the boundaries of the image. It determines what is included or excluded, which directly impacts the relationships between the elements within the composition.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Horizon Line and Visual Relationships</strong>: The placement of the horizon line can change the entire dynamic of the photograph. Raising or lowering it adjusts the emphasis between the sky and the foreground, guiding the viewer's focus and simplifying the composition.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Active vs. Passive Areas</strong>: Corners of the frame are considered ""active"" areas that naturally draw the eye and create tension. In contrast, the edges, particularly the middle, are ""passive"" zones, offering calm and balance.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Simplifying Through Exclusion</strong>: Simplifying the image often involves removing unnecessary elements from the frame. This enhances the focus on the subject and ensures clarity in the visual storytelling.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Managing Tension and Release</strong>: Elements placed near or cut off by the edges of the frame create visual tension. Effective composition can use this tension to draw the viewer's eye and then release it, leading to a more energetic and dynamic image.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Choosing the Right Format</strong>: Different formats, such as vertical, horizontal, panoramic, or square, can greatly affect the composition. Selecting the appropriate format helps convey the subject and story in the most compelling way.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Download a PDF of my slides below.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:file {""id"":45009,""href"":""https://creativepathworkshops.com/wp-content/uploads/2024/09/CP-Academy_Mastering-Composition-The-Frame.pdf"",""displayPreview"":false} -->
<div class=""wp-block-file""><a id=""wp-block-file--media-76eeda8f-e143-43fe-98d1-e3e68ce695e9"" href=""https://creativepathworkshops.com/wp-content/uploads/2024/09/CP-Academy_Mastering-Composition-The-Frame.pdf"">CP Academy_Mastering Composition-The Frame</a><a href=""https://creativepathworkshops.com/wp-content/uploads/2024/09/CP-Academy_Mastering-Composition-The-Frame.pdf"" class=""wp-block-file__button wp-element-button"" download aria-describedby=""wp-block-file--media-76eeda8f-e143-43fe-98d1-e3e68ce695e9"">Download</a></div>
<!-- /wp:file -->",Composition,composition
45048,"LS 03: Creative Critique Live","<!-- wp:embed {""url"":""https://youtube.com/live/iepktO8QuRQ"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtube.com/live/iepktO8QuRQ
</div></figure>
<!-- /wp:embed -->

<!-- wp:spacer {""height"":""50px""} -->
<div style=""height:50px"" aria-hidden=""true"" class=""wp-block-spacer""></div>
<!-- /wp:spacer -->

<!-- wp:paragraph -->
<p>Thanks to everyone who submitted an image and for sharing your work with me and the rest of the members! (Also remember that even if you can't attend a livestream live, you can still submit an image and watch the replay.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>I use the principles of LCU to guide my feedback and the editing decisions I make for your image. The idea isn't to dictate what you should do, but rather to give you a better foundation for how to strengthen your images and why. </p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li><a href=""http://creativepathworkshops.com/mp-files/mastering-composition-the-lcu-framework.pdf/"">Read more about LCU framework.</a> <em>(FYI: Can also be found in the Content Library section of the Academy.)</em></li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Feel free to share your comments and feedback below!</strong></p>
<!-- /wp:paragraph -->","Creative Feedback",
45062,"Open Studio—Q+A #01","<!-- wp:embed {""url"":""https://youtu.be/4L-AWS6aVOQ"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtu.be/4L-AWS6aVOQ
</div></figure>
<!-- /wp:embed -->

<!-- wp:heading {""level"":3} -->
<h3 class=""wp-block-heading"">Monday Oct 14, 2024</h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Thanks to everyone who attended and also sent in questions via email. It was great to chat and learn from each other. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>We discussed: </p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li>HDD drives vs SSD drives and backup strategies </li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Basics of using the Adobe cloud to sync images between Lightroom Classic and mobile devices (more to come in a future livestream!)</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Differences between cameras taking the same photo and using Denoise</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Warm/cool color contrasts and when to use or not use</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>Depth of field and hyperfocal distance. <em><strong>NOTE:</strong> This is a complex topic to explain without visuals and examples images, so I did my best to provide a summary. However, I know it was inadequate, so I am planning a future livestream to discuss and thoroughly explain this important aspect of camera craft. </em></li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:heading {""level"":3} -->
<h3 class=""wp-block-heading"">Resources</h3>
<!-- /wp:heading -->

<!-- wp:list -->
<ul class=""wp-block-list""><!-- wp:list-item -->
<li><strong>PhotoPills App</strong> (my favorite photography app which includes a depth of field calculator)- <a href=""https://apps.apple.com/us/app/photopills/id596026805"" title="""">iPhone</a> / <a href=""https://play.google.com/store/apps/details?id=com.photopills.android.photopills&amp;referrer=utm_source%3Dphotopills-web%26utm_medium%3Dbadge&amp;hl=en"" title="""">Android</a></li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><a href=""https://www.backblaze.com/"" title="""">Backblaze</a> - online backup</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li><a href=""https://eshop.macsales.com/shop/external-storage"" title="""">OWC</a> - great source of high quality external hard drives for Mac and PC </li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Hope to see more of you in the next session!</strong></p>
<!-- /wp:paragraph -->","Open Studio-Q+A",
