id,Title,Content,Categories,Tags,YouTube Link,Session Date,Tags List,Video Link
44476,Mastering Composition—Learning From The Masters,"In this session, I delve into the core concepts of photographic composition: Simplicity, Edge Control, Light, Variations, and Rhythm. Additionally, I explore a bonus concept: Subtlety and Suggestion, emphasizing the importance of leaving room for interpretation and engaging the viewer.


Compositional Concepts



Simplicity:

""Less is more"" – removing distracting elements.


Example: An image by Galen Rowell illustrating simplicity.


Using simple shapes and negative space to create dynamic compositions.


Balance and visual weight guide the viewer's eye through the image.


In one of my images, I use a simple S-shape to guide the viewer’s eye, balancing visual weight to create a sense of movement.




Edge Control:

Being intentional about where you place the edges of your frame to redefine shapes.


Example: Fay Godwin's image using frame edges for triangular shapes and cloud patterns.


Foreground importance allows the viewer's eye to move through the composition.


In my own work, I carefully use the edges to guide the viewer’s eye through the composition.




Light:

Light creates shadows, highlights, shapes, and color, contributing to energy and movement.


Favoring side lighting and backlighting over front lighting.


Example: David Muench's use of light and shadows for depth and movement.


In my photography, I apply principles of light and shadow to create a sense of energy and movement.




Variations:

Contrasting elements in color, texture, and detail to create dynamic images.


Example: Ivan Shishkin and David Wench's paintings showing light and shadow contrasts.


Utilizing foreground, middle ground, and background to create depth.


In my work, I use long exposure to create variation between rocks and water.




Rhythm:

Movement and rhythm are related to patterns, shapes, and curves.


Repeating elements and groups of threes create visually appealing compositions.


Example: Thomas Hill's repetition of elements to guide the viewer's eye.


I use curves and circular patterns to create a smooth flow through the image.





Mastery


Studying the work of masters in photography and painting is crucial for learning about composition. By analyzing elements such as light, drama, subtlety, suggestion, and framing, you can develop your visual literacy and incorporate these principles into your work. Observing and studying great works provides inspiration and helps you refine your own style, ensuring that your compositions are both unique and compelling.


All images Copyright Respective Artists",Composition,composition,https://youtube.com/live/awHsGhxt0MQ?feature=share,,['composition'],https://youtube.com/live/awHsGhxt0MQ?feature=share
44479,Mastering Lightroom—Local Adjustments,In this session I go in-depth with all of the local adjustments in Lightroom Classic version 13.,Lightroom,Lightroom|local adjustments,https://youtube.com/live/k38B8eHLE44?feature=share,,"['Lightroom', 'local adjustments']",https://youtube.com/live/k38B8eHLE44?feature=share
44480,Mastering Lightroom—Local Adjustments Pt II,This is Pt II of my session where we go in-depth with all of the local adjustments in Lightroom Classic version 13.,Lightroom,,https://youtube.com/live/Az9ekWWpmOA?feature=share,,[],https://youtube.com/live/Az9ekWWpmOA?feature=share
44481,Mastering Lightroom—Local Adjustments Pt III,Part III of our deep dive into the Local Adjustments in Lightroom Classic version 13.,Lightroom,Lightroom|local adjustments,https://youtube.com/live/VPlU5GsaRDc?feature=share,,"['Lightroom', 'local adjustments']",https://youtube.com/live/VPlU5GsaRDc?feature=share
44482,Favorite Lightroom Workflow Tips & Strategies,"In this livestream, I delve into my favorite Lightroom workflow tips and strategies, focusing on image management, importing, cataloging, keywording, and other aspects to enhance efficiency in Lightroom. The primary goal is to let Lightroom handle the heavy lifting, allowing us to concentrate on creating and editing.


Lightroom Catalog and Previews


I store raw files on an external hard drive and manage them using a Lightroom catalog. The catalog consists of two key files: the catalog file, which references images, and the previews file, which generates high-quality previews of raw files. This setup allows for efficient image management and viewing.


Importing Images


When importing images, I recommend:



Setting ""Build Previews"" to ""1 to 1"" for full-size previews.


Enabling ""Build Smart Previews"" for older or slower computers.


Checking ""Don't Import Suspected Duplicates"" to avoid redundancy.


Adding custom text and relevant keywords during import.


Applying develop settings and copyright metadata to streamline workflow.



Organizing Images


All raw files are organized on an external hard drive by year and month. I prefer using metadata over folders for organizing images within Lightroom. Setting the preview size to match the screen size and ensuring high preview quality provides accurate image representation.


Using Lightroom Effectively


Customizing Lightroom’s view options and learning keyboard shortcuts can significantly enhance workflow efficiency.



Adjust grid size, thumbnail badges, and displayed information for streamlined review and editing.


Familiarize yourself with shortcuts for frequently used commands to save time and improve productivity.



Rating and Labeling Images


Using a number rating system and color labels helps categorize images effectively.



Use 2 to indicate standout images and 4 for well-edited images ready to share.


Color labels, such as red for portfolio images and green for panoramas, provide a granular way to organize and prioritize images.



Keywording and Filtering Images


Applying keywords to images is crucial for better organization and searchability.



Add keywords individually or to multiple images simultaneously.


Use keyword suggestions based on previous entries.


Enhance filtering ability with keywords for specific criteria like dates, camera models, and lenses.



Using Collections


Collections are a powerful tool for organizing images without moving files.



Use quick collections for easy grouping of images, converting them to regular collections for more permanent organization.


Smart Collections offer flexibility, especially useful for managing large numbers of images.



Backup and Storage


I store most images locally, with recent iPhone images in the cloud. Backing up all images on a local drive, a NAS drive, and a separate cloud service ensures extra security. When traveling, I use a portable drive to create a Lightroom catalog, importing images into the main catalog upon returning home to maintain organization and continuity.",Lightroom,Lightroom|workflow,https://youtube.com/live/C_F4zmba_Xg,,"['Lightroom', 'workflow']",https://youtube.com/live/C_F4zmba_Xg
44483,Favorite Lightroom Workflow Tips & Strategies Pt II,"In this video, I continue sharing my favorite Lightroom workflow tips and strategies, focusing on renaming images, Smart Collections, syncing settings, snapshots, virtual copies, exporting images, and more to optimize efficiency and organization.


Renaming Images During Import


Renaming images during import is essential for organization. I recommend using the ""File Renaming"" feature in the import dialogue to add relevant information like location or subject. This helps avoid duplication and makes searching easier. You can also rename files after importing, using custom text and date formats to maintain consistency across different cameras and SD cards.


Smart Collections


Smart Collections are dynamic and filter images based on specific criteria such as metadata, keywords, and file names. For instance, I created a Smart Collection called ""Trees"" to include all images with the keyword ""trees."" Keywording images upfront is crucial to leverage Smart Collections effectively. Built-in Smart Collections like ""Four Star Images"" and ""Past Month"" are useful, and you can customize their rules to fit your needs.


Syncing Settings


The ""Sync Settings"" feature allows you to copy specific Develop settings from one image to others. You can selectively sync adjustments by checking or unchecking boxes in the Sync Settings window. This feature saves time and ensures consistency across multiple images, especially when making similar adjustments like removing dust spots or applying color corrections.


Snapshots and Virtual Copies


Snapshots let you save different versions of an image at various editing stages, making it easy to switch between edits. Virtual copies create independent copies of an image with all current settings applied, allowing for multiple versions with unique edits. This is particularly useful for creating black and white versions alongside color counterparts without duplicating files.


Exporting Images


Lightroom's export presets define specific settings for exporting images, ensuring consistency. When exporting, you can rename files, choose file formats (JPEG, PNG, DNG), and adjust quality settings. For web use, always set the color space to sRGB. Presets streamline the export process for different platforms like Instagram, blogs, and websites.


Exporting Slideshows


Lightroom’s slideshow feature can be exported as a PDF or video, offering a professional way to present images. Customization options include adding strokes, shadows, text overlays, and intro screens. Exporting slideshows as PDFs provides a polished format for sharing images.


Syncing Images to the Cloud


Syncing images from a mobile device uses Creative Cloud storage, while syncing images already in your Classic catalog does not. This is because Lightroom creates a smart preview in the cloud, allowing for unlimited syncing without consuming storage. This feature enables access to your images and develop settings on mobile devices without using storage space.


Converting Raw Files


Converting raw files to DNG is not necessary unless sharing adjustments is required. Proprietary raw files are generally safe, but DNG can embed adjustments for easier sharing.


Sharing Collections


Syncing Lightroom collections to the cloud allows sharing with others, with options to download high-resolution JPEGs. The ""Don't Enlarge"" option in the export dialogue prevents upscaling images beyond their original size.",Lightroom,Lightroom|workflow,https://youtube.com/live/nU5MJnMYQQM,,"['Lightroom', 'workflow']",https://youtube.com/live/nU5MJnMYQQM
44484,CC #01—Lightroom Developing Workflow,,Lightroom,Lightroom|workflow,https://youtube.com/live/7yUdBJrs90A,,"['Lightroom', 'workflow']",https://youtube.com/live/7yUdBJrs90A
44485,CC #02—Black & White Workflow in Lightroom,,Lightroom,black&white|Lightroom|workf,https://youtube.com/live/oeIHWpQfX4k,,"['black&white', 'Lightroom', 'workf']",https://youtube.com/live/oeIHWpQfX4k
44487,CC #05—Printing Q+A Pt I,,Fine Art Printing,Q+A,https://youtube.com/live/ZYjWodj_49c,,['Q+A'],https://youtube.com/live/ZYjWodj_49c
44917,Academy LS 01: Academy Intro & Lightroom Workflow,"

https://youtu.be/Ol5lOWE2AUs



In this first Academy Livestream, I give a short tour of the Academy site and share some of the plans for the future. I then discuss my thought process and workflow in interpreting two images in Lightroom Classic including compositional and editing insights. 


Below are the two images discussed in the livestream.


I made the image slightly warmer than what was shown in the livestream. 


I added a slight vignette in the effects panel of LR for added depth. 


Please share your questions, comments, or feedback below!



",Lightroom,Lightroom,,,['Lightroom'],
45002,LS 02: Mastering Composition: The Frame,"Summary


The Importance of the Frame: The frame is a crucial tool in photographic composition as it defines the boundaries of the image. It determines what is included or excluded, which directly impacts the relationships between the elements within the composition.


Horizon Line and Visual Relationships: The placement of the horizon line can change the entire dynamic of the photograph. Raising or lowering it adjusts the emphasis between the sky and the foreground, guiding the viewer's focus and simplifying the composition.


Active vs. Passive Areas: Corners of the frame are considered ""active"" areas that naturally draw the eye and create tension. In contrast, the edges, particularly the middle, are ""passive"" zones, offering calm and balance.


Simplifying Through Exclusion: Simplifying the image often involves removing unnecessary elements from the frame. This enhances the focus on the subject and ensures clarity in the visual storytelling.


Managing Tension and Release: Elements placed near or cut off by the edges of the frame create visual tension. Effective composition can use this tension to draw the viewer's eye and then release it, leading to a more energetic and dynamic image.


Choosing the Right Format: Different formats, such as vertical, horizontal, panoramic, or square, can greatly affect the composition. Selecting the appropriate format helps convey the subject and story in the most compelling way.


Download a PDF of my slides below.


CP Academy_Mastering Composition-The FrameDownload",Composition,composition,https://youtube.com/live/isIsF0VREpY,,['composition'],https://youtube.com/live/isIsF0VREpY
45048,LS 03: Creative Critique Live,"Thanks to everyone who submitted an image and for sharing your work with me and the rest of the members! (Also remember that even if you can't attend a livestream live, you can still submit an image and watch the replay.) 


I use the principles of LCU to guide my feedback and the editing decisions I make for your image. The idea isn't to dictate what you should do, but rather to give you a better foundation for how to strengthen your images and why. 



Read more about LCU framework. (FYI: Can also be found in the Content Library section of the Academy.)



Feel free to share your comments and feedback below!",Creative Feedback,,https://youtube.com/live/iepktO8QuRQ,,[],https://youtube.com/live/iepktO8QuRQ
45062,Open Studio—Q+A #01,"

https://youtu.be/4L-AWS6aVOQ



Monday Oct 14, 2024


Thanks to everyone who attended and also sent in questions via email. It was great to chat and learn from each other. 


We discussed: 



HDD drives vs SSD drives and backup strategies 


Basics of using the Adobe cloud to sync images between Lightroom Classic and mobile devices (more to come in a future livestream!)


Differences between cameras taking the same photo and using Denoise


Warm/cool color contrasts and when to use or not use


Depth of field and hyperfocal distance. NOTE: This is a complex topic to explain without visuals and examples images, so I did my best to provide a summary. However, I know it was inadequate, so I am planning a future livestream to discuss and thoroughly explain this important aspect of camera craft. 



Resources



PhotoPills App (my favorite photography app which includes a depth of field calculator)- iPhone / Android


Backblaze - online backup


OWC - great source of high quality external hard drives for Mac and PC 



Hope to see more of you in the next session!
",Open Studio-Q+A,,,,[],
45066,LS 04 - Mastering Composition: Dominance & Simplicity,"Summary


In this livestream, I dive into two key concepts that are essential for mastering composition in photography: dominance and simplicity. My focus is to help you establish a clear story in your images by emphasizing what's most important and using simplicity to make that story shine.


Dominance: Every image should have a clear focus or subject that stands out. It’s about identifying the main story or emotion you want to convey before you even take the shot.


Simplicity: Less is more. By removing distractions and unnecessary elements, you make your image stronger and more focused.


Horizon Lines: Where you place the horizon changes the emphasis of your photo. A higher horizon makes the foreground more dominant, while a lower one emphasizes the sky.


Visual Weight: Different elements in a photo carry different ""weights."" Balancing these elements ensures the viewer knows what’s most important.


Exclusion: Simplify your image by excluding things that don’t add to the story. This makes the dominant elements even more impactful. Exclusion is the most effective way to simply an image.


Contrast: Use contrasts (light vs. dark, warm vs. cool colors) to highlight the dominant features and make them stand out.


Finally, remember that this is about storytelling. Composition is your tool to create images that resonate with your audience, and when you get the balance of dominance and simplicity right, your story becomes clear, powerful, and impactful.


Share your feedback and questions below!",Composition,composition,https://www.youtube.com/live/wkDFyWaca8I,,['composition'],https://www.youtube.com/live/wkDFyWaca8I
45081,LS 05: Creative Critique—Live,"Summary


In this session I critique six images from Academy members - thanks all who submitted their images. IF you haven't yet submitted any images for the critiques, I encourage you to share one for the next critique session coming up in November 🙂.


*Bonus Video


Watch this short follow up video to see how I solved the issue with the Generative AI Tool not working as expected!



https://www.youtube.com/watch?v=HmoQdg4m7sQ



Please leave your comments, questions, and feedback below!",Creative Feedback,,https://www.youtube.com/live/FcI_sHOmx5Y,,[],https://www.youtube.com/live/FcI_sHOmx5Y
45087,LS 06: The iPhone As A Serious Camera,"Summary


I explain my approach to using an iPhone as a ""complement"" to existing camera gear and highlight nine reasons why you should consider using an iPhone to learn and grow as a photographer and visual story-teller. 


I then get into the technical details including:



Available compressed and RAW file formats.


How to configure your iPone settings for maximum image quality.


How to enable quick capture with the ""Action Button"" and lock screen widgets.


How to navigate and use the default iOS camera app, including manual camera controls.


How to use the Lightroom Mobile app for capturing ""unprocessed"" RAW files.


Using the Spectre app for long exposures.



Our next livestream next week will continue where we left off, including other third-party apps like ProCamera, as well as syncing images between your iPhone and Lightroom Classic, and various tips and strategies to minimize cloud storage and improve your mobile workflow!


Resources



Spectre App


ProCamera


Fjroden Camera Grip



Practice with your iPhone because I'll be asking you to share your iPhone images soon! 🙂


Please leave your questions, comments, and feedback below!",Tools,iphone,https://www.youtube.com/live/ymsxiCQvGVk?si=T8IONuT9qlG4jSTT,,['iphone'],https://www.youtube.com/live/ymsxiCQvGVk?si=T8IONuT9qlG4jSTT
45126,LS 07: Lightroom Mobile Workflow,"Summary


In this livestream I provide an overview of the Adobe Cloud ecosystem (that every Adobe subscriber has) and how to use it together with Lightroom Classic and your mobile devices (iOS or Android.) 


Topics include: 



Anatomy of RAW files and Smart Previews


Accessing the Adobe Cloud with Lightroom mobile and desktop apps


Syncing Lightroom Classic 


Using the Adobe Cloud to store unlimited images without using up your storage allocation!


My Mobile workflow to accomplish the above. 


A quick look at ProCamera for the iPhone



Resources





Adobe Cloud Ecosystem





Workflow to avoid cloud storage





Please share your questions, comments, or feedback below!",Lightroom,iphone|Lightroom|Mobile,https://youtube.com/live/FCZiYFCeCgg,,"['iphone', 'Lightroom', 'Mobile']",https://youtube.com/live/FCZiYFCeCgg
45186,Open Studio: Q+A #02,"

https://youtu.be/-EyS5Afrmyo



Nov 18th, 2024


Topics discussed: 



Lightroom cloud storage 


How to stay creatively motivated in the winter


Different strategies for working on projects


Future vision for the Academy



Thanks to everyone who attended! 
",Open Studio-Q+A,,,,[],
45190,LS 08: Creative Critique—Live,"Summary


In this session I critique seven images from Academy members - thanks to everyone for sharing. . IF you haven't yet submitted any images for the critiques, I encourage you to share one for the next critique session coming up in December 🙂.


Share your questions and feedback below!",Creative Feedback,,https://www.youtube.com/live/D6vgwkZX86k,,[],https://www.youtube.com/live/D6vgwkZX86k
45261,LS 09: Lightroom Essentials—Tonal Value,"Summary


In this livestream, I delve into the fundamentals of tonal value in photography, focusing on how to create impactful edits in Lightroom based. Key concepts we covered include:


• What is Tonal Value? A detailed look at tonal value as the amount of light in an image and its critical role in setting mood, depth, and dimensionality. 


• Practical Examples of Contrast: How high contrast creates drama and focus, while low contrast softens the image and sets a quieter tone.


• Lightroom Tools for Tonal Adjustments: A hands-on guide to using the Basic Panel (Exposure, Highlights, Shadows, Whites, Blacks), Tone Curve, and Dehaze to control tonal values.


• Balancing Tonal Value with Color: Exploring the interaction between tonal adjustments and color saturation.


• Developing a Thoughtful Workflow: The importance of planning tonal hierarchy to lead the viewer’s eye and achieve your creative vision.


Finally, I emphasize the importance of having an editing ‘plan’ based on your personal vision for your image. This approach is fundamental to your growth as a photographer, as it allows you to edit with purpose and clarity. Building this skill doesn't happen overnight—it takes time and patience, and that’s exactly what the Academy is here to support. 🙂


Here's the final image I edited for reference.





Please share your feedback and questions below!",Lightroom,,https://youtube.com/live/YAa0MlgA3zM,,[],https://youtube.com/live/YAa0MlgA3zM
45359,LS 10: Lightroom Essentials-Tonal Value Pt II,"



Summary


In this livestream, I continue my discussion of the various tools in Lightroom that we can use to adjust tonal values including:



A clarification on the order of adjustments in the basic panel with respect to the ""Whites"" and Blacks"" sliders and how to decide the best time to use them.


The Tone Curve panel and using the Parametric mode vs the Point curve mode. 


Adjusting Luminance (tone) in the Color Mixer


Adjusting Luminance (tone) in Point Color 


Using the Range Mask to adjust luminosity (tone)



I finish with an example image where I show how to use the various tools above to edit a difficult ""out of balance"" image. 


Questions or feedback? Please leave them below! thanks
",Lightroom,,,,[],
45420,LS 11: Creative Critique—Live,"



Summary


Thanks to all members who submitted images, went a little long in this one, but wanted to give everyone the same time for feedback.


Leave your questions and feedback below!
",Creative Feedback,,,,[],
45532,LS 12: Lightroom Essentials—Color,"



Summary


In this session we looked at the various ways to adjust color in Lightroom and some examples of how to use color to create more depth as well as influence the mood and feel of an image. We covered: 



Using camera profiles to artistically interpret the colors from your raw file.


Temperature and Tint


Vibrance and Saturation


Color Mixer


Point Color


Color Grading



Feel free to share your questions, comments, and feedback below! 
",Lightroom,,,,[],
45544,LS 13: Lightroom Essentials—Color Pt II,"



Summary


In this session I use various images to demonstrate how to adjust colors using the local masks including: 



Color Range mask


Local Point Color


Modifying masks


Subtle adjustments to color for better visual design



Please leave your feedback and comments below!
",Composition,,,,[],
45546,LS 14: Creative Critique—Live,"



Summary


Another great critique session—thanks to everyone who submitted images, and if I didn't use your image,  you'll be at the top of the list for our next session! 


NOTES: 


I use the LCU framework to critique images (as well as my own images) and a PDF guide is included in the Academy library (Content Library in the dashboard.) You can download it directly here: 



Questions, feedback, or comments? Leave them below! thanks



",Creative Feedback,,,,[],
45630,LS 16: Mastering Composition—Light & Shadow,"



Summary


In our session, we explored the essential role of light in photography—how it shapes mood, enhances color, and adds depth to an image. I shared techniques for working with different qualities of light, like backlighting and shadows, and how understanding light helps create stronger compositions. We also talked about the importance of observing and practicing to refine your ability to see and use light effectively.


Takeaways



Pay close attention to light in everyday scenes—how it changes, interacts with subjects, and affects mood.


Experiment with different lighting conditions, including temperature, direction, and quality, in your own photography.


Be intentional in connecting what you saw and felt in the field with your editing process in Lightroom.


I may plan future sessions that dive deeper into specific aspects of light.


For the next critique session, focus on how you used light in your images.



Questions or feedback, please share below! I always enjoy hearing from you.
",Composition,,,,[],
45677,Print Lab #01,"

",Print Lab,,,,[],
45689,Open Studio—Q+A Jan 2025,"



Key Questions Discussed 



Does extensive editing in Lightroom Classic affect the quality of the resulting print?We covered the impact of over-processing, artifacts, banding, and strategies for ensuring high-quality prints, including monitor calibration and soft-proofing.


What is the Circle of Confusion, and how does it relate to depth of field?Explanation of how light interacts with the lens, the effects of aperture size, and how diffraction influences sharpness.


How does cropping affect image resolution and print quality?Discussion on how large cropping reduces resolution, and how Lightroom’s Super Resolution feature can help maintain quality for prints.


What are the best media settings for printing on Canson paper using a Canon Pro-1000?Guidance on selecting the correct media type to ensure the best print results and proper ink usage.


Should you use zoom or prime lenses when planning to print large?A discussion on lens choice, sharpness considerations, and the importance of proper image capture over specific lens types.


What are the benefits of Lightroom’s Enhance feature, including Super Resolution and Raw Details?A walkthrough of how these tools work to improve image quality, when to use them, and their impact on printing and detail retention.


How do you deal with inconsistent print quality when using a commercial printing service?Discussion on why prints from labs can vary, including differences in printer calibration, paper choices, and ICC profiles.Recommendations included soft-proofing, requesting test prints, and communicating directly with the lab to ensure consistency.



Thanks to everyone for all the great questions and discussion! 
",Open Studio-Q+A,,,,[],
45721,LS 15: Learning From the Masters,"



Summary


In this live session we looked at the work of some great master photographers to improve our visual literacy. Photographers included: 



Eric Meola


Elliot Porter


Laura Gilpin


George Tice


Jay Maisel


Sebastian Salgado: Explored his long-term projects, use of curves, and grand storytelling.


Huntington Witherill


Bernice Abbott



*NOTE: Images used for educational analysis only under fair use principles. Copyright belongs to the respective photographers.


Key Takeaways:



Exposure to great photographs enhances understanding of composition and storytelling.


Simplicity, negative space, and effective use of the frame is demonstrated in these images


Learn from other art forms to broaden your visual awareness. 



BONUS: PDF Supplement


This supplement has some detailed annotations on some of the images shown as well as some exercises. 

",Composition,,,,[],
